"","Brewery","City","State","Beer","Style","ABV","IBU","Ounces"
"2033","Blue Owl Brewing","Austin"," TX","Little Boss","American Pale Wheat Ale",NA,NA,12
"2034","Blue Owl Brewing","Austin"," TX","Spirit Animal","American Pale Ale (APA)",NA,NA,12
"2035","Blue Owl Brewing","Austin"," TX","Professor Black","American Stout",NA,NA,12
"2036","Blue Owl Brewing","Austin"," TX","Van Dayum!","American Amber / Red Ale",NA,NA,12
"2037","Southern Star Brewing Company","Conroe"," TX","PRO-AM (2012) (2012)","American Double / Imperial IPA",0.099,100,12
"2038","Southern Star Brewing Company","Conroe"," TX","Red Cockaded Ale (2013)","American Double / Imperial IPA",0.085,110,12
"2039","Southern Star Brewing Company","Conroe"," TX","Old Potentate","Old Ale",0.072,40,12
"2040","Southern Star Brewing Company","Conroe"," TX","Valkyrie Double IPA","American Double / Imperial IPA",0.092,100,12
"2041","Southern Star Brewing Company","Conroe"," TX","Le Mort Vivant (2011)","Bière de Garde",0.069,23,12
"2042","Southern Star Brewing Company","Conroe"," TX","Walloon","Saison / Farmhouse Ale",0.055,NA,12
"2043","Southern Star Brewing Company","Conroe"," TX","Red Cockaded Ale","American Double / Imperial IPA",0.085,110,12
"2044","Southern Star Brewing Company","Conroe"," TX","Bombshell Blonde","American Blonde Ale",0.05,20,16
"2045","Southern Star Brewing Company","Conroe"," TX","Pine Belt Pale Ale","American Pale Ale (APA)",0.065,45,12
"2046","Southern Star Brewing Company","Conroe"," TX","Pine Belt Pale Ale","American Pale Ale (APA)",0.065,45,16
"2047","Southern Star Brewing Company","Conroe"," TX","Buried Hatchet Stout","Foreign / Export Stout",0.083,50,12
"2048","Southern Star Brewing Company","Conroe"," TX","Walloon (2014)","Saison / Farmhouse Ale",0.055,NA,12
"2049","Southern Star Brewing Company","Conroe"," TX","Le Mort Vivant","Bière de Garde",0.069,23,12
"2050","Southern Star Brewing Company","Conroe"," TX","Bombshell Blonde","American Blonde Ale",0.05,20,12
"2051","Karbach Brewing Company","Houston"," TX","Love Street Summer Seasonal (2014)","Kölsch",0.047,20,12
"2052","Karbach Brewing Company","Houston"," TX","Hopadillo India Pale Ale","American IPA",0.066,70,12
"2053","Karbach Brewing Company","Houston"," TX","Barn Burner Saison","Saison / Farmhouse Ale",0.066,20,12
"2054","Karbach Brewing Company","Houston"," TX","Rodeo Clown Double IPA","American Double / Imperial IPA",0.095,85,12
"2055","Karbach Brewing Company","Houston"," TX","Weisse Versa","Hefeweizen",0.052,15,12
"2056","Karbach Brewing Company","Houston"," TX","Karbachtoberfest","Märzen / Oktoberfest",0.055,25,12
"2057","Karbach Brewing Company","Houston"," TX","Sympathy for the Lager","American Amber / Red Lager",0.049,45,12
"2058","Karbach Brewing Company","Houston"," TX","Mother in Lager","Munich Dunkel Lager",0.058,25,12
"2059","Karbach Brewing Company","Houston"," TX","Weekend Warrior Pale Ale","American Pale Ale (APA)",0.055,40,12
"2060","Karbach Brewing Company","Houston"," TX","Weisse Versa (2012)","Hefeweizen",0.052,16,12
"2061","Uncle Billy's Brewery and Smokeh...","Austin"," TX","Humbucker Helles","Maibock / Helles Bock",0.047,25,16
"2062","Uncle Billy's Brewery and Smokeh...","Austin"," TX","The Green Room","American IPA",0.06,75,16
"2063","Deep Ellum Brewing Company","Dallas"," TX","Oak Cliff Coffee Ale","American Brown Ale",0.075,33,12
"2064","Deep Ellum Brewing Company","Dallas"," TX","Double Brown Stout","Baltic Porter",0.07,NA,12
"2065","Deep Ellum Brewing Company","Dallas"," TX","Farmhouse Wit","Saison / Farmhouse Ale",0.048,25,16
"2066","Deep Ellum Brewing Company","Dallas"," TX","Rye Pils Session Lager","German Pilsener",0.046,NA,12
"2067","Deep Ellum Brewing Company","Dallas"," TX","Dream Crusher Double IPA","American Double / Imperial IPA",0.085,100,12
"2068","Deep Ellum Brewing Company","Dallas"," TX","Deep Ellum Pale Ale","American Pale Ale (APA)",0.06,NA,12
"2069","Deep Ellum Brewing Company","Dallas"," TX","Neato Bandito","Euro Pale Lager",0.06,NA,12
"2070","Deep Ellum Brewing Company","Dallas"," TX","Deep Ellum IPA","American IPA",0.07,70,12
"2071","Deep Ellum Brewing Company","Dallas"," TX","Dallas Blonde","American Blonde Ale",0.052,23,12
"2072","Real Ale Brewing Company","Blanco"," TX","18th Anniversary Gose","Gose",0.044,5,12
"2073","Real Ale Brewing Company","Blanco"," TX","BLAKKR","American Black Ale",0.099,85,12
"2074","Real Ale Brewing Company","Blanco"," TX","The Sword Iron Swan Ale","English Pale Ale",0.059,NA,12
"2075","Real Ale Brewing Company","Blanco"," TX","White (2015)","Witbier",0.046,25,12
"2076","Real Ale Brewing Company","Blanco"," TX","Firemans #4 Blonde Ale (2015)","American Blonde Ale",0.051,21,12
"2077","Real Ale Brewing Company","Blanco"," TX","Hans' Pils (2015)","German Pilsener",0.053,52,12
"2078","Real Ale Brewing Company","Blanco"," TX","Firemans #4 Blonde Ale (2013)","American Blonde Ale",0.051,21,12
"2079","Real Ale Brewing Company","Blanco"," TX","Four Squared (2015)","American Blonde Ale",0.06,50,12
"2080","Hops & Grains Brewing Company","Austin"," TX","Porter Culture","American Porter",0.065,NA,12
"2081","Independence Brewing Company","Austin"," TX","Power & Light","American Pale Ale (APA)",0.055,42,12
"2082","Independence Brewing Company","Austin"," TX","White Rabbit ","Witbier",0.059,27,12
"2083","Independence Brewing Company","Austin"," TX","Oklahoma Suks","American Amber / Red Ale",0.048,32,12
"2084","Martin House Brewing Company","Fort Worth"," TX","Day Break 4-Grain Breakfast Beer","Rye Beer",0.05,NA,16
"2085","Martin House Brewing Company","Fort Worth"," TX","River House","Saison / Farmhouse Ale",0.05,20,16
"2086","Martin House Brewing Company","Fort Worth"," TX","The Imperial Texan","American Double / Imperial IPA",0.08,NA,16
"2087","Martin House Brewing Company","Fort Worth"," TX","The Imperial Texan","American Double / Imperial IPA",0.08,NA,12
"2088","Martin House Brewing Company","Fort Worth"," TX","There Will Be Stout","American Stout",0.065,NA,12
"2089","Martin House Brewing Company","Fort Worth"," TX","Pretzel Stout","American Stout",0.065,47,16
"2090","Martin House Brewing Company","Fort Worth"," TX","River House Saison","Saison / Farmhouse Ale",0.05,NA,12
"2091","Martin House Brewing Company","Fort Worth"," TX","Rubberneck Red","American Amber / Red Ale",0.05,35,16
"2092","Rahr & Sons Brewing Company","Fort Worth"," TX","Pride of Texas Pale Ale","American Pale Ale (APA)",0.058,60,12
"2093","Rahr & Sons Brewing Company","Fort Worth"," TX","Rahr's Blonde","Munich Helles Lager",0.046,NA,12
"2094","Oasis Texas Brewing Company","Austin"," TX","Lake Monster","Baltic Porter",0.082,25,16
"2095","Oasis Texas Brewing Company","Austin"," TX","London Homesick Ale","English Bitter",0.049,27,12
"2096","Oasis Texas Brewing Company","Austin"," TX","Luchesa Lager","Keller Bier / Zwickel Bier",0.048,35,12
"2097","Oasis Texas Brewing Company","Austin"," TX","Slow Ride","American Pale Ale (APA)",0.048,35,12
"2098","Pedernales Brewing Company","Fredericksburg"," TX","Lobo Lito","Light Lager",0.04,12,12
"2099","Pedernales Brewing Company","Fredericksburg"," TX","Robert Earl Keen Honey Pils","American Pilsner",0.05,17,12
"2100","Branchline Brewing Company","San Antonio"," TX","Evil Owl","American Amber / Red Ale",0.052,40,12
"2101","Grapevine Craft Brewery","Farmers Branch"," TX","Sir William's English Brown Ale","English Brown Ale",0.049,21,12
"2102","Grapevine Craft Brewery","Farmers Branch"," TX","Monarch Classic American Wheat","American Pale Wheat Ale",0.043,21,12
"2103","Grapevine Craft Brewery","Farmers Branch"," TX","Lakefire Rye Pale Ale","American Pale Ale (APA)",0.055,35,12
"2104","Buffalo Bayou Brewing Company","Houston"," TX","1836","American Blonde Ale",0.06,40,12
"2105","Buffalo Bayou Brewing Company","Houston"," TX","Summer's Wit","Witbier",0.06,20,12
"2106","Buffalo Bayou Brewing Company","Houston"," TX","More Cowbell","American Double / Imperial IPA",0.09,118,16
"2107","Texian Brewing Co.","Richmond"," TX","Brutus","English India Pale Ale (IPA)",0.071,69,12
"2108","Texian Brewing Co.","Richmond"," TX","Battle LIne","American Brown Ale",0.063,23,12
"2109","Texian Brewing Co.","Richmond"," TX","First Stand","Saison / Farmhouse Ale",0.055,35,12
"2110","Texian Brewing Co.","Richmond"," TX","Broken Bridge","Dunkelweizen",0.056,12,12
"2111","New Republic Brewing Company","College Station"," TX","Skylight","Dunkelweizen",0.056,20,12
"2112","New Republic Brewing Company","College Station"," TX","Kadigan","American Blonde Ale",0.056,30,12
"2113","New Republic Brewing Company","College Station"," TX","Dammit Jim!","American Amber / Red Ale",0.052,50,12
"2114","Infamous Brewing Company","Austin"," TX","Hijack","Cream Ale",0.055,20,12
"2115","Infamous Brewing Company","Austin"," TX","Infamous IPA","American IPA",0.07,75,12
"2116","South Austin Brewery","South Austin"," TX","Kol' Beer","Kölsch",0.05,22,16
"2117","South Austin Brewery","South Austin"," TX","LuckenBock","Bock",0.07,18,16
"2118","South Austin Brewery","South Austin"," TX","6 String Saison","Saison / Farmhouse Ale",0.08,NA,16
"2119","South Austin Brewery","South Austin"," TX","Texas Pale Ale (TPA)","American IPA",0.055,40,16
"2120","Four Corners Brewing Company","Dallas"," TX","El Chingon IPA","American IPA",0.076,73,12
"2121","Four Corners Brewing Company","Dallas"," TX","Local Buzz","American Blonde Ale",0.052,20,12
"2122","Four Corners Brewing Company","Dallas"," TX","Block Party Robust Porter","American Porter",0.057,40,12
"2123","Hops & Grain Brewery","Austin"," TX","The One They Call Zoe","American Pale Lager",0.051,NA,12
"2124","Hops & Grain Brewery","Austin"," TX","Green House India Pale Ale","American IPA",0.07,NA,12
"2125","Hops & Grain Brewery","Austin"," TX","Pale Dog","American Pale Ale (APA)",0.06,50,12
"2126","Hops & Grain Brewery","Austin"," TX","Alteration","Altbier",0.051,40,12
"2127","Austin Beerworks","Austin"," TX","Heavy Machinery IPA Series #1: Heavy Fist","American Black Ale",0.07,NA,16
"2128","Austin Beerworks","Austin"," TX","Black Thunder","Schwarzbier",0.052,NA,12
"2129","Austin Beerworks","Austin"," TX","Fire Eagle IPA","American IPA",0.062,NA,12
"2130","Austin Beerworks","Austin"," TX","Peacemaker","American Pale Ale (APA)",0.051,NA,12
"2131","Austin Beerworks","Austin"," TX","Pearl-Snap","German Pilsener",0.053,NA,12
"2132","Armadillo Ale Works","Denton"," TX","Quakertown Stout","American Double / Imperial Stout",0.092,50,12
"2133","Armadillo Ale Works","Denton"," TX","Greenbelt Farmhouse Ale","Saison / Farmhouse Ale",0.051,20,12
"2134","Big Bend Brewing Company","Alpine"," TX","Terlingua Gold","American Blonde Ale",0.06,NA,12
"2135","Big Bend Brewing Company","Alpine"," TX","Big Bend Hefeweizen","Hefeweizen",0.056,NA,12
"2136","Big Bend Brewing Company","Alpine"," TX","La Frontera Premium IPA","American IPA",0.078,NA,12
"2137","Big Bend Brewing Company","Alpine"," TX","Tejas Lager","Czech Pilsener",0.047,NA,12
"2138","Big Bend Brewing Company","Alpine"," TX","Number 22 Porter","American Porter",0.064,NA,12
"2139","Pete's Brewing Company","San Antonio"," TX","Pete's Wicked Pale Ale (1997)","American Pale Ale (APA)",NA,NA,12
"2140","Pete's Brewing Company","San Antonio"," TX","Pete's Wicked Summer Brew (1996)","American Pale Wheat Ale",0.047,NA,12
"2141","Pete's Brewing Company","San Antonio"," TX","Pete's Wicked Summer Brew (1997)","American Pale Wheat Ale",0.047,NA,12
"2142","Pete's Brewing Company","San Antonio"," TX","Pete's ESP Lager (1998)","American Pale Lager",0.051,NA,12
"2143","Pete's Brewing Company","San Antonio"," TX","Pete's Wicked Bohemian Pilsner (1997)","Czech Pilsener",0.049,NA,12
"2144","Pete's Brewing Company","San Antonio"," TX","Pete's Wicked Summer Brew (1995)","American Pale Wheat Ale",0.047,NA,12
"2145","Pete's Brewing Company","San Antonio"," TX","Pete's Wicked Summer Brew (2002)","American Pale Wheat Ale",0.047,NA,12
"2146","Uinta Brewing Company","Salt Lake City"," UT","Hop Notch IPA (2013)","American IPA",0.073,82,12
"2147","Uinta Brewing Company","Salt Lake City"," UT","WYLD Extra Pale Ale","American Pale Ale (APA)",0.04,29,12
"2148","Uinta Brewing Company","Salt Lake City"," UT","Organic Baba Black Lager","Schwarzbier",0.04,32,12
"2149","Uinta Brewing Company","Salt Lake City"," UT","PUNK'N","Pumpkin Ale",0.05,10,12
"2150","Uinta Brewing Company","Salt Lake City"," UT","Hop Nosh IPA","American IPA",0.073,83,12
"2151","Uinta Brewing Company","Salt Lake City"," UT","SUM'R","American Blonde Ale",0.04,17,12
"2152","Uinta Brewing Company","Salt Lake City"," UT","Trader Session IPA","American IPA",0.04,42,12
"2153","Uinta Brewing Company","Salt Lake City"," UT","Cutthroat Pale Ale","American Pale Ale (APA)",0.04,34,12
"2154","Uinta Brewing Company","Salt Lake City"," UT","Yard Sale Winter Lager","American Amber / Red Lager",0.04,22,12
"2155","Utah Brewers Cooperative","Salt Lake City"," UT","Squatters Hop Rising Double IPA","American Double / Imperial IPA",0.09,75,12
"2156","Utah Brewers Cooperative","Salt Lake City"," UT","Wasatch Ghostrider White IPA","American White IPA",0.06,NA,12
"2157","Utah Brewers Cooperative","Salt Lake City"," UT","Wasatch Ghostrider White IPA (2014)","American White IPA",0.06,NA,12
"2158","Utah Brewers Cooperative","Salt Lake City"," UT","Devastator Double Bock","Doppelbock",0.08,NA,12
"2159","Utah Brewers Cooperative","Salt Lake City"," UT","Squatters Full Suspension Pale Ale","American Pale Ale (APA)",0.04,NA,12
"2160","Utah Brewers Cooperative","Salt Lake City"," UT","Squatters Hop Rising Double IPA (2014)","American Double / Imperial IPA",0.09,75,12
"2161","Utah Brewers Cooperative","Salt Lake City"," UT","Wasatch Apricot Hefeweizen","Fruit / Vegetable Beer",0.04,NA,12
"2162","Utah Brewers Cooperative","Salt Lake City"," UT","Squatters Full Suspension Pale Ale","American Pale Ale (APA)",0.04,NA,12
"2163","Bohemian Brewery","Midvale"," UT","Cherny Bock","Schwarzbier",0.04,NA,12
"2164","Bohemian Brewery","Midvale"," UT","Czech Pilsner","Czech Pilsener",0.05,NA,12
"2165","Bohemian Brewery","Midvale"," UT","Viennese Lager","Vienna Lager",0.05,NA,12
"2166","Bohemian Brewery","Midvale"," UT","Bohemian Export Lager","Dortmunder / Export Lager",0.06,NA,12
"2167","Bohemian Brewery","Midvale"," UT","Altus Bohemes Altbier","Altbier",0.053,NA,12
"2168","Moab Brewery","Moab"," UT","Rocket Bike American Lager","California Common / Steam Beer",0.04,NA,16
"2169","Moab Brewery","Moab"," UT","Johnny's American IPA","American IPA",0.04,NA,16
"2170","Moab Brewery","Moab"," UT","Dead Horse Amber","American Pale Wheat Ale",0.04,NA,16
"2171","Moab Brewery","Moab"," UT","Squeaky Bike Nut Brown Ale","American Brown Ale",0.04,NA,16
"2172","Flying Mouse Brewery","Troutville"," VA","Flying Mouse 8","American Porter",0.04,NA,12
"2173","Flying Mouse Brewery","Troutville"," VA","Flying Mouse 4","American IPA",0.07,70,12
"2174","Smartmouth Brewing Company","Norfolk"," VA","Murphy's Law","American Amber / Red Ale",0.058,35,12
"2175","Smartmouth Brewing Company","Norfolk"," VA","Alter Ego ","Saison / Farmhouse Ale",0.062,33,12
"2176","Smartmouth Brewing Company","Norfolk"," VA","Rule G IPA","American IPA",0.07,88,12
"2177","Center of the Universe Brewing C...","Ashland"," VA","Main St. Virginia Ale","Altbier",0.05,40,12
"2178","Center of the Universe Brewing C...","Ashland"," VA","Main St. Virginia Ale","Altbier",0.05,40,12
"2179","Center of the Universe Brewing C...","Ashland"," VA","Ray Ray’s Pale Ale","American Pale Ale (APA)",0.052,42,12
"2180","Center of the Universe Brewing C...","Ashland"," VA","Chin Music Amber Lager","American Amber / Red Lager",0.045,24,12
"2181","Wild Wolf Brewing Company","Nellysford"," VA","Wild Wolf American Pilsner","American Pilsner",0.045,25,12
"2182","Wild Wolf Brewing Company","Nellysford"," VA","Alpha Ale","American Pale Ale (APA)",0.051,45,12
"2183","Wild Wolf Brewing Company","Nellysford"," VA","Blonde Hunny","Belgian Pale Ale",0.068,21,12
"2184","Wild Wolf Brewing Company","Nellysford"," VA","Wild Wolf Wee Heavy Scottish Style Ale","Scotch Ale / Wee Heavy",0.057,20,12
"2185","Champion Brewing Company","Charlottesville"," VA","Killer Kolsch","Kölsch",0.05,22,12
"2186","Champion Brewing Company","Charlottesville"," VA","Missile IPA","American IPA",0.07,65,12
"2187","Champion Brewing Company","Charlottesville"," VA","Black Me Stout","American Stout",0.06,45,12
"2188","Champion Brewing Company","Charlottesville"," VA","Stickin' In My Rye","Rye Beer",0.07,NA,24
"2189","Devil's Backbone Brewing Company","Lexington"," VA","Striped Bass Pale Ale","American Pale Ale (APA)",0.052,26,12
"2190","Devil's Backbone Brewing Company","Lexington"," VA","Bravo Four Point","American Pale Ale (APA)",0.044,45,12
"2191","Three Notch'd Brewing Company","Charlottesville"," VA","Hydraulion Red","Irish Red Ale",0.053,22,12
"2192","Three Notch'd Brewing Company","Charlottesville"," VA","40 Mile IPA","American IPA",0.06,50,12
"2193","Beach Brewing Company","Virginia Beach"," VA","Hoptopus Double IPA","American Double / Imperial IPA",0.088,108,16
"2194","Hardywood Park Craft Brewery","Richmond"," VA","Hardywood Cream Ale","Cream Ale",0.044,18,12
"2195","Hardywood Park Craft Brewery","Richmond"," VA","The Great Return","American IPA",0.075,70,16
"2196","Hardywood Park Craft Brewery","Richmond"," VA","Capital Trail Pale Ale","American Pale Ale (APA)",0.056,55,12
"2197","Wolf Hills Brewing Company","Abingdon"," VA","Troopers Alley IPA","American IPA",0.059,135,12
"2198","Blue Mountain Brewery","Afton"," VA","Steel Wheels ESB","Extra Special / Strong Bitter (ESB)",0.065,30,12
"2199","Blue Mountain Brewery","Afton"," VA","Blue Mountain Classic Lager","Euro Pale Lager",0.053,22,12
"2200","Blue Mountain Brewery","Afton"," VA","Full Nelson Pale Ale","American Pale Ale (APA)",0.059,60,12
"2201","Blue Mountain Brewery","Afton"," VA","Full Nelson Pale Ale (2010)","American Pale Ale (APA)",0.059,60,12
